id,cidade,cidade_estado,latitude,longitude,estado,valor
1800,MARIPA DE MINAS,MARIPA DE MINAS - MG,-21.69,-42.95,MG,15310.12956
1801,MARLIERIA,MARLIERIA - MG,-19.71,-42.73,MG,24260.64879
1802,MARMELOPOLIS,MARMELOPOLIS - MG,-22.44,-45.16,MG,20781.25819
1803,MARTINHO CAMPOS,MARTINHO CAMPOS - MG,-19.33,-45.23,MG,73194.67176
1804,MARTINS SOARES,MARTINS SOARES - MG,-20.25,-41.87,MG,25753.86452
1805,MATA VERDE,MATA VERDE - MG,-15.68,-40.74,MG,42365.43275
1806,MATERLANDIA,MATERLANDIA - MG,-18.47,-43.06,MG,33503.69552
1807,MATEUS LEME,MATEUS LEME - MG,-19.98,-44.42,MG,129640.2957
1808,MATHIAS LOBATO,MATHIAS LOBATO - MG,-18.59,-41.9,MG,24550.41294
1809,MATIAS BARBOSA,MATIAS BARBOSA - MG,-21.86,-43.31,MG,77117.57389
1810,MATIAS CARDOSO,MATIAS CARDOSO - MG,-14.85,-43.92,MG,62241.60723
1811,MATIPO,MATIPO - MG,-20.28,-42.34,MG,98435.77567
1812,MATO VERDE,MATO VERDE - MG,-15.39,-42.86,MG,87956.04567
1813,MATOZINHOS,MATOZINHOS - MG,-19.55,-44.08,MG,164926.1268
1814,MATUTINA,MATUTINA - MG,-19.22,-45.96,MG,26701.08446
1815,MEDEIROS,MEDEIROS - MG,-19.99,-46.22,MG,20030.75856
1816,MEDINA,MEDINA - MG,-16.22,-41.47,MG,137575.8526
1817,MENDES PIMENTEL,MENDES PIMENTEL - MG,-18.66,-41.4,MG,40603.9663
1818,MERCES,MERCES - MG,-21.19,-43.34,MG,63810.29862
1819,MESQUITA,MESQUITA - MG,-19.22,-42.6,MG,45461.54763
1820,MINAS NOVAS,MINAS NOVAS - MG,-17.21,-42.59,MG,195087.3648
1821,MINDURI,MINDURI - MG,-21.68,-44.6,MG,23772.91353
1822,MIRABELA,MIRABELA - MG,-16.26,-44.16,MG,66167.8936
1823,MIRADOURO,MIRADOURO - MG,-20.89,-42.34,MG,58802.99016
1824,MIRAI,MIRAI - MG,-21.19,-42.61,MG,92249.24031
1825,MIRAVANIA,MIRAVANIA - MG,-14.74,-44.4,MG,24394.4951
1826,MOEDA,MOEDA - MG,-20.33,-44.05,MG,25649.66227
1827,MOEMA,MOEMA - MG,-19.84,-45.41,MG,40425.14351
1828,MONJOLOS,MONJOLOS - MG,-18.32,-44.11,MG,18417.27744
1829,MONSENHOR PAULO,MONSENHOR PAULO - MG,-21.75,-45.54,MG,45912.72376
1830,MONTALVANIA,MONTALVANIA - MG,-14.42,-44.36,MG,102709.4557
1831,MONTE ALEGRE DE MINAS,MONTE ALEGRE DE MINAS - MG,-18.87,-48.88,MG,126974.7896
1832,MONTE AZUL,MONTE AZUL - MG,-15.15,-42.87,MG,144229.7459
1833,MONTE BELO,MONTE BELO - MG,-21.32,-46.36,MG,89250.6635
1834,MONTE CARMELO,MONTE CARMELO - MG,-18.72,-47.49,MG,277435.0906
1835,MONTE FORMOSO,MONTE FORMOSO - MG,-16.86,-41.25,MG,28372.15453
1836,MONTE SANTO DE MINAS,MONTE SANTO DE MINAS - MG,-21.19,-46.98,MG,129579.7511
1837,MONTE SIAO,MONTE SIAO - MG,-22.43,-46.57,MG,111724.4742
1838,MONTES CLAROS,MONTES CLAROS - MG,-16.73,-43.86,MG,1808843.049
1839,MONTEZUMA,MONTEZUMA - MG,-15.17,-42.49,MG,40530.48709
1840,MORADA NOVA DE MINAS,MORADA NOVA DE MINAS - MG,-18.6,-45.35,MG,43100.78319
1841,MORRO DA GARCA,MORRO DA GARCA - MG,-18.54,-44.6,MG,19038.73346
1842,MORRO DO PILAR,MORRO DO PILAR - MG,-19.21,-43.37,MG,26279.67057
1843,MUNHOZ,MUNHOZ - MG,-22.61,-46.36,MG,38461.84651
1844,MURIAE,MURIAE - MG,-21.13,-42.36,MG,575548.9653
1845,MUTUM,MUTUM - MG,-19.8,-41.43,MG,169906.3364
1846,MUZAMBINHO,MUZAMBINHO - MG,-21.37,-46.52,MG,118092.7249
1847,NACIP RAYDAN,NACIP RAYDAN - MG,-18.45,-42.24,MG,25060.70291
1848,NANUQUE,NANUQUE - MG,-17.83,-40.35,MG,265468.4516
1849,NAQUE,NAQUE - MG,-19.23,-42.32,MG,35889.50168
1850,NATALANDIA,NATALANDIA - MG,-16.5,-46.49,MG,19769.94888
1851,NATERCIA,NATERCIA - MG,-22.12,-45.51,MG,28821.98406
1852,NAZARENO,NAZARENO - MG,-21.21,-44.61,MG,48185.43858
1853,NEPOMUCENO,NEPOMUCENO - MG,-21.23,-45.23,MG,156957.6961
1854,NINHEIRA,NINHEIRA - MG,-15.32,-41.75,MG,58162.74829
1855,NOVA BELEM,NOVA BELEM - MG,-18.47,-41.01,MG,30958.07351
1856,NOVA ERA,NOVA ERA - MG,-19.75,-43.03,MG,104924.8589
1857,NOVA LIMA,NOVA LIMA - MG,-19.98,-43.84,MG,385044.6999
1858,NOVA MODICA,NOVA MODICA - MG,-18.43,-41.5,MG,29033.50743
1859,NOVA PONTE,NOVA PONTE - MG,-19.13,-47.68,MG,52587.71685
1860,NOVA PORTEIRINHA,NOVA PORTEIRINHA - MG,-15.8,-43.3,MG,43718.92557
1861,NOVA RESENDE,NOVA RESENDE - MG,-21.12,-46.42,MG,79557.49055
1862,NOVA SERRANA,NOVA SERRANA - MG,-19.87,-44.98,MG,174776.172
1863,NOVA UNIAO,NOVA UNIAO - MG,-19.69,-43.58,MG,33283.29446
1864,NOVO CRUZEIRO,NOVO CRUZEIRO - MG,-17.46,-41.87,MG,181710.6404
1865,NOVO ORIENTE DE MINAS,NOVO ORIENTE DE MINAS - MG,-17.41,-41.21,MG,51661.29213
1866,NOVORIZONTE,NOVORIZONTE - MG,-16.01,-42.4,MG,25787.52637
1867,OLARIA,OLARIA - MG,-21.86,-43.93,MG,15028.17996
1868,OLHOS-D'AGUA,OLHOS-D'AGUA - MG,-17.39,-43.57,MG,25734.84357
1869,OLIMPIO NORONHA,OLIMPIO NORONHA - MG,-22.06,-45.26,MG,14242.94961
1870,OLIVEIRA,OLIVEIRA - MG,-20.69,-44.82,MG,231533.5902
1871,OLIVEIRA FORTES,OLIVEIRA FORTES - MG,-21.33,-43.45,MG,14660.0721
1872,ONCA DE PITANGUI,ONCA DE PITANGUI - MG,-19.73,-44.8,MG,18646.27575
1873,ORATORIOS,ORATORIOS - MG,-20.43,-42.8,MG,29865.6878
1874,ORIZANIA,ORIZANIA - MG,-20.5,-42.21,MG,37238.91001
1875,OURO BRANCO,OURO BRANCO - MG,-20.52,-43.69,MG,202794.6905
1876,OURO FINO,OURO FINO - MG,-22.28,-46.36,MG,194705.0627
1877,OURO PRETO,OURO PRETO - MG,-20.28,-43.5,MG,416283.5728
1878,OURO VERDE DE MINAS,OURO VERDE DE MINAS - MG,-18.07,-41.27,MG,56487.13645
1879,PADRE CARVALHO,PADRE CARVALHO - MG,-16.36,-42.51,MG,29265.44477
1880,PADRE PARAISO,PADRE PARAISO - MG,-17.07,-41.52,MG,104180.0797
1881,PAI PEDRO,PAI PEDRO - MG,-15.51,-43.06,MG,31942.18232
1882,PAINEIRAS,PAINEIRAS - MG,-18.9,-45.53,MG,31171.71952
1883,PAINS,PAINS - MG,-20.37,-45.66,MG,61995.22929
1884,PAIVA,PAIVA - MG,-21.28,-43.41,MG,10022.45632
1885,PALMA,PALMA - MG,-21.37,-42.31,MG,47465.67177
1886,PALMOPOLIS,PALMOPOLIS - MG,-16.73,-40.42,MG,51267.55925
1887,PAPAGAIOS,PAPAGAIOS - MG,-19.44,-44.74,MG,87456.65589
1888,PARA DE MINAS,PARA DE MINAS - MG,-19.86,-44.6,MG,454557.4807
1889,PARACATU,PARACATU - MG,-17.22,-46.87,MG,433278.9823
1890,PARAGUACU,PARAGUACU - MG,-21.54,-45.73,MG,112119.7368
1891,PARAISOPOLIS,PARAISOPOLIS - MG,-22.55,-45.78,MG,101054.1626
1892,PARAOPEBA,PARAOPEBA - MG,-19.27,-44.4,MG,130111.6827
1893,PASSA QUATRO,PASSA QUATRO - MG,-22.39,-44.96,MG,96269.32729
1894,PASSA TEMPO,PASSA TEMPO - MG,-20.65,-44.49,MG,53129.49285
1895,PASSA VINTE,PASSA VINTE - MG,-22.2,-44.23,MG,14337.70231
1896,PASSABEM,PASSABEM - MG,-19.35,-43.13,MG,11815.5013
1897,PASSOS,PASSOS - MG,-20.71,-46.61,MG,592070.1787
1898,PATIS,PATIS - MG,-16.07,-44.08,MG,29958.85467
1899,PATOS DE MINAS,PATOS DE MINAS - MG,-18.57,-46.51,MG,761008.4397
1900,PATROCINIO,PATROCINIO - MG,-18.94,-46.99,MG,475822.1184
1901,PATROCINIO DO MURIAE,PATROCINIO DO MURIAE - MG,-21.15,-42.21,MG,32279.17115
1902,PAULA CANDIDO,PAULA CANDIDO - MG,-20.87,-42.98,MG,53650.72826
1903,PAULISTAS,PAULISTAS - MG,-18.42,-42.86,MG,34559.34097
1904,PAVAO,PAVAO - MG,-17.42,-40.99,MG,84522.27382
1905,PECANHA,PECANHA - MG,-18.54,-42.55,MG,110628.4962
1906,PEDRA AZUL,PEDRA AZUL - MG,-16,-41.29,MG,153861.6869
1907,PEDRA BONITA,PEDRA BONITA - MG,-20.52,-42.33,MG,33848.91329
1908,PEDRA DO ANTA,PEDRA DO ANTA - MG,-20.59,-42.71,MG,26550.39362
1909,PEDRA DO INDAIA,PEDRA DO INDAIA - MG,-20.25,-45.2,MG,24915.70681
1910,PEDRA DOURADA,PEDRA DOURADA - MG,-20.83,-42.15,MG,10945.06965
1911,PEDRALVA,PEDRALVA - MG,-22.24,-45.46,MG,76789.90331
1912,PEDRAS DE MARIA DA CRUZ,PEDRAS DE MARIA DA CRUZ - MG,-15.6,-44.39,MG,51701.95216
1913,PEDRINOPOLIS,PEDRINOPOLIS - MG,-19.22,-47.46,MG,33407.28378
1914,PEDRO LEOPOLDO,PEDRO LEOPOLDO - MG,-19.61,-44.04,MG,309946.4051
1915,PEDRO TEIXEIRA,PEDRO TEIXEIRA - MG,-21.7,-43.74,MG,10704.94807
1916,PEQUERI,PEQUERI - MG,-21.83,-43.12,MG,17934.49648
1917,PEQUI,PEQUI - MG,-19.63,-44.65,MG,21264.75679
1918,PERDIGAO,PERDIGAO - MG,-19.95,-45.08,MG,32903.16003
1919,PERDIZES,PERDIZES - MG,-19.35,-47.29,MG,66618.25211
1920,PERDOES,PERDOES - MG,-21.09,-45.09,MG,119524.2492
1921,PERIQUITO,PERIQUITO - MG,-19.15,-42.23,MG,46738.97594
1922,PESCADOR,PESCADOR - MG,-18.35,-41.59,MG,27531.83407
1923,PIAU,PIAU - MG,-21.5,-43.32,MG,19921.04169
1924,PIEDADE DE CARATINGA,PIEDADE DE CARATINGA - MG,-19.75,-42.07,MG,30419.65786
1925,PIEDADE DE PONTE NOVA,PIEDADE DE PONTE NOVA - MG,-20.24,-42.73,MG,28384.54987
1926,PIEDADE DO RIO GRANDE,PIEDADE DO RIO GRANDE - MG,-21.46,-44.19,MG,32876.12879
1927,PIEDADE DOS GERAIS,PIEDADE DOS GERAIS - MG,-20.47,-44.22,MG,27086.96132
1928,PIMENTA,PIMENTA - MG,-20.48,-45.79,MG,50484.24549
1929,PINGO D'AGUA,PINGO D'AGUA - MG,-19.72,-42.4,MG,22457.79017
1930,PINTOPOLIS,PINTOPOLIS - MG,-16.05,-45.15,MG,38796.08797
1931,PIRACEMA,PIRACEMA - MG,-20.5,-44.48,MG,38990.77204
1932,PIRAJUBA,PIRAJUBA - MG,-19.9,-48.7,MG,19071.9825
1933,PIRANGA,PIRANGA - MG,-20.68,-43.3,MG,111556.5503
1934,PIRANGUCU,PIRANGUCU - MG,-22.52,-45.49,MG,31703.90597
1935,PIRANGUINHO,PIRANGUINHO - MG,-22.4,-45.53,MG,41126.96962
1936,PIRAPETINGA,PIRAPETINGA - MG,-21.65,-42.34,MG,67140.63139
1937,PIRAPORA,PIRAPORA - MG,-17.34,-44.94,MG,319742.8065
1938,PIRAUBA,PIRAUBA - MG,-21.27,-43.02,MG,65074.30321
1939,PITANGUI,PITANGUI - MG,-19.68,-44.89,MG,134603.0242
1940,PIUI,PIUI - MG,-20.46,-45.95,MG,177478.6762
1941,PLANURA,PLANURA - MG,-20.13,-48.7,MG,52029.24573
1942,POCO FUNDO,POCO FUNDO - MG,-21.78,-45.96,MG,89959.14989
1943,POCOS DE CALDAS,POCOS DE CALDAS - MG,-21.78,-46.56,MG,823604.0816
1944,POCRANE,POCRANE - MG,-19.62,-41.63,MG,66823.14568
1945,POMPEU,POMPEU - MG,-19.22,-44.93,MG,146090.4258
1946,PONTE NOVA,PONTE NOVA - MG,-20.41,-42.9,MG,372552.0803
1947,PONTO CHIQUE,PONTO CHIQUE - MG,-16.63,-45.06,MG,18246.47437
1948,PONTO DOS VOLANTES,PONTO DOS VOLANTES - MG,-16.75,-41.5,MG,57430.55342
1949,PORTEIRINHA,PORTEIRINHA - MG,-15.74,-43.02,MG,220106.2049
1950,PORTO FIRME,PORTO FIRME - MG,-20.67,-43.08,MG,62161.03716
1951,POTE,POTE - MG,-17.8,-41.78,MG,101161.5621
1952,POUSO ALEGRE,POUSO ALEGRE - MG,-22.23,-45.93,MG,581067.0336
1953,POUSO ALTO,POUSO ALTO - MG,-22.19,-44.97,MG,41345.18535
1954,PRADOS,PRADOS - MG,-21.05,-44.08,MG,50172.82503
1955,PRATA,PRATA - MG,-19.3,-48.92,MG,128227.7056
1956,PRATAPOLIS,PRATAPOLIS - MG,-20.74,-46.86,MG,60503.82559
1957,PRATINHA,PRATINHA - MG,-19.75,-46.37,MG,18411.51222
1958,PRESIDENTE BERNARDES,PRESIDENTE BERNARDES - MG,-20.76,-43.18,MG,33880.3394
1959,PRESIDENTE JUSCELINO,PRESIDENTE JUSCELINO - MG,-18.63,-44.05,MG,27922.32517
1960,PRESIDENTE KUBITSCHEK,PRESIDENTE KUBITSCHEK - MG,-18.61,-43.56,MG,16009.27442
1961,PRESIDENTE OLEGARIO,PRESIDENTE OLEGARIO - MG,-18.41,-46.41,MG,116339.1196
1962,PRUDENTE DE MORAIS,PRUDENTE DE MORAIS - MG,-19.48,-44.15,MG,51773.84866
1963,QUARTEL GERAL,QUARTEL GERAL - MG,-19.27,-45.55,MG,20452.31195
1964,QUELUZITA,QUELUZITA - MG,-20.74,-43.88,MG,11672.99231
1965,RAPOSOS,RAPOSOS - MG,-19.96,-43.8,MG,91008.48254
1966,RAUL SOARES,RAUL SOARES - MG,-20.1,-42.45,MG,154597.8116
1967,RECREIO,RECREIO - MG,-21.52,-42.46,MG,70808.87637
1968,REDUTO,REDUTO - MG,-20.21,-41.98,MG,31514.00062
1969,RESENDE COSTA,RESENDE COSTA - MG,-20.92,-44.23,MG,65178.62091
1970,RESPLENDOR,RESPLENDOR - MG,-19.32,-41.25,MG,113398.8802
1971,RESSAQUINHA,RESSAQUINHA - MG,-21.06,-43.76,MG,29619.37482
1972,RIACHINHO,RIACHINHO - MG,-16.23,-45.99,MG,47809.96252
1973,RIACHO DOS MACHADOS,RIACHO DOS MACHADOS - MG,-16,-43.04,MG,64416.32777
1974,RIBEIRAO DAS NEVES,RIBEIRAO DAS NEVES - MG,-19.76,-44.08,MG,1312394.542
1975,RIBEIRAO VERMELHO,RIBEIRAO VERMELHO - MG,-21.19,-45.06,MG,24465.70662
1976,RIO ACIMA,RIO ACIMA - MG,-20.08,-43.78,MG,50200.86565
1977,RIO CASCA,RIO CASCA - MG,-20.22,-42.65,MG,102614.6361
1978,RIO DO PRADO,RIO DO PRADO - MG,-16.6,-40.57,MG,39972.65033
1979,RIO DOCE,RIO DOCE - MG,-20.24,-42.9,MG,15511.53029
1980,RIO ESPERA,RIO ESPERA - MG,-20.85,-43.47,MG,47425.24943
1981,RIO MANSO,RIO MANSO - MG,-20.26,-44.3,MG,27385.33756
1982,RIO NOVO,RIO NOVO - MG,-21.45,-43.12,MG,52423.94978
1983,RIO PARANAIBA,RIO PARANAIBA - MG,-19.19,-46.24,MG,73982.72222
1984,RIO PARDO DE MINAS,RIO PARDO DE MINAS - MG,-15.61,-42.54,MG,162044.825
1985,RIO PIRACICABA,RIO PIRACICABA - MG,-19.92,-43.17,MG,88357.44434
1986,RIO POMBA,RIO POMBA - MG,-21.27,-43.17,MG,96437.55883
1987,RIO PRETO,RIO PRETO - MG,-22.08,-43.82,MG,31525.4534
1988,RIO VERMELHO,RIO VERMELHO - MG,-18.29,-43,MG,97143.6109
1989,RITAPOLIS,RITAPOLIS - MG,-21.02,-44.31,MG,38755.31945
1990,ROCHEDO DE MINAS,ROCHEDO DE MINAS - MG,-21.63,-43.02,MG,11986.99222
1991,RODEIRO,RODEIRO - MG,-21.2,-42.86,MG,29630.87255
1992,ROMARIA,ROMARIA - MG,-18.88,-47.58,MG,23787.49421
1993,ROSARIO DA LIMEIRA,ROSARIO DA LIMEIRA - MG,-20.97,-42.51,MG,22018.59581
1994,RUBELITA,RUBELITA - MG,-16.4,-42.26,MG,60488.98925
1995,RUBIM,RUBIM - MG,-16.37,-40.53,MG,63085.57161
1996,SABARA,SABARA - MG,-19.88,-43.8,MG,606883.6164
1997,SABINOPOLIS,SABINOPOLIS - MG,-18.66,-43.08,MG,102641.0882
1998,SACRAMENTO,SACRAMENTO - MG,-19.86,-47.44,MG,134339.6856
1999,SALINAS,SALINAS - MG,-16.17,-42.29,MG,241783.2927
2000,SALTO DA DIVISA,SALTO DA DIVISA - MG,-16,-39.94,MG,46468.50363
2001,SANTA BARBARA,SANTA BARBARA - MG,-19.95,-43.41,MG,140323.4015
2002,SANTA BARBARA DO LESTE,SANTA BARBARA DO LESTE - MG,-19.97,-42.14,MG,44783.03578
2003,SANTA BARBARA DO MONTE VERDE,SANTA BARBARA DO MONTE VERDE - MG,-21.95,-43.7,MG,16826.64142
2004,SANTA BARBARA DO TUGURIO,SANTA BARBARA DO TUGURIO - MG,-21.24,-43.55,MG,30002.04029
2005,SANTA CRUZ DE MINAS,SANTA CRUZ DE MINAS - MG,-21.12,-44.22,MG,43761.15044
2006,SANTA CRUZ DE SALINAS,SANTA CRUZ DE SALINAS - MG,-16.09,-41.74,MG,30039.05139
2007,SANTA CRUZ DO ESCALVADO,SANTA CRUZ DO ESCALVADO - MG,-20.23,-42.81,MG,33942.14912
2008,SANTA EFIGENIA DE MINAS,SANTA EFIGENIA DE MINAS - MG,-18.82,-42.44,MG,29859.5351
2009,SANTA FE DE MINAS,SANTA FE DE MINAS - MG,-16.69,-45.41,MG,25822.43925
2010,SANTA HELENA DE MINAS,SANTA HELENA DE MINAS - MG,-16.98,-40.68,MG,35110.5473
2011,SANTA JULIANA,SANTA JULIANA - MG,-19.3,-47.52,MG,62343.18424
2012,SANTA LUZIA,SANTA LUZIA - MG,-19.77,-43.85,MG,924181.9948
2013,SANTA MARGARIDA,SANTA MARGARIDA - MG,-20.38,-42.25,MG,93056.2428
2014,SANTA MARIA DE ITABIRA,SANTA MARIA DE ITABIRA - MG,-19.44,-43.11,MG,64083.56509
2015,SANTA MARIA DO SALTO,SANTA MARIA DO SALTO - MG,-16.24,-40.14,MG,34705.93917
2016,SANTA MARIA DO SUACUI,SANTA MARIA DO SUACUI - MG,-18.19,-42.41,MG,95052.17735
2017,SANTA RITA DE CALDAS,SANTA RITA DE CALDAS - MG,-22.02,-46.33,MG,57248.50152
2018,SANTA RITA DE IBITIPOCA,SANTA RITA DE IBITIPOCA - MG,-21.56,-43.91,MG,24467.67271
2019,SANTA RITA DE JACUTINGA,SANTA RITA DE JACUTINGA - MG,-22.14,-44.09,MG,34254.68404
2020,SANTA RITA DE MINAS,SANTA RITA DE MINAS - MG,-19.87,-42.13,MG,31374.25195
2021,SANTA RITA DO ITUETO,SANTA RITA DO ITUETO - MG,-19.36,-41.38,MG,41342.88002
2022,SANTA RITA DO SAPUCAI,SANTA RITA DO SAPUCAI - MG,-22.25,-45.7,MG,190889.8823
2023,SANTA ROSA DA SERRA,SANTA ROSA DA SERRA - MG,-19.53,-45.96,MG,19865.06331
2024,SANTA VITORIA,SANTA VITORIA - MG,-18.83,-50.12,MG,117441.8325
2025,SANTANA DA VARGEM,SANTANA DA VARGEM - MG,-21.24,-45.5,MG,44962.65449
2026,SANTANA DE CATAGUASES,SANTANA DE CATAGUASES - MG,-21.28,-42.55,MG,19492.46233
2027,SANTANA DE PIRAPAMA,SANTANA DE PIRAPAMA - MG,-19,-44.04,MG,52809.29962
2028,SANTANA DO DESERTO,SANTANA DO DESERTO - MG,-21.95,-43.16,MG,20376.54407
2029,SANTANA DO GARAMBEU,SANTANA DO GARAMBEU - MG,-21.6,-44.1,MG,11792.16234
2030,SANTANA DO JACARE,SANTANA DO JACARE - MG,-20.89,-45.13,MG,28262.00244
2031,SANTANA DO MANHUACU,SANTANA DO MANHUACU - MG,-20.1,-41.92,MG,54691.91721
2032,SANTANA DO PARAISO,SANTANA DO PARAISO - MG,-19.36,-42.56,MG,107081.7594
2033,SANTANA DO RIACHO,SANTANA DO RIACHO - MG,-19.16,-43.71,MG,22186.24676
2034,SANTANA DOS MONTES,SANTANA DOS MONTES - MG,-20.78,-43.69,MG,27249.30749
2035,SANTO ANTONIO DO AMPARO,SANTO ANTONIO DO AMPARO - MG,-20.94,-44.91,MG,99466.22167
2036,SANTO ANTONIO DO AVENTUREIRO,SANTO ANTONIO DO AVENTUREIRO - MG,-21.75,-42.81,MG,22414.35519
2037,SANTO ANTONIO DO GRAMA,SANTO ANTONIO DO GRAMA - MG,-20.31,-42.6,MG,28903.50489
2038,SANTO ANTONIO DO ITAMBE,SANTO ANTONIO DO ITAMBE - MG,-18.46,-43.3,MG,32615.67602
2039,SANTO ANTONIO DO JACINTO,SANTO ANTONIO DO JACINTO - MG,-16.53,-40.17,MG,77163.25969
2040,SANTO ANTONIO DO MONTE,SANTO ANTONIO DO MONTE - MG,-20.08,-45.29,MG,138554.0599
2041,SANTO ANTONIO DO RETIRO,SANTO ANTONIO DO RETIRO - MG,-15.33,-42.62,MG,41321.25872
2042,SANTO ANTONIO DO RIO ABAIXO,SANTO ANTONIO DO RIO ABAIXO - MG,-19.22,-43.25,MG,10825.88867
2043,SANTO HIPOLITO,SANTO HIPOLITO - MG,-18.29,-44.22,MG,23067.24352
2044,SANTOS DUMONT,SANTOS DUMONT - MG,-21.45,-43.55,MG,318450.4555
2045,SAO BENTO ABADE,SAO BENTO ABADE - MG,-21.58,-45.07,MG,18841.7966
2046,SAO BRAS DO SUACUI,SAO BRAS DO SUACUI - MG,-20.62,-43.94,MG,19484.65903
2047,SAO DOMINGOS DAS DORES,SAO DOMINGOS DAS DORES - MG,-19.52,-42.01,MG,27021.54559
2048,SAO DOMINGOS DO PRATA,SAO DOMINGOS DO PRATA - MG,-19.86,-42.96,MG,117995.628
2049,SAO FELIX DE MINAS,SAO FELIX DE MINAS - MG,-18.59,-41.48,MG,22059.99147
2050,SAO FRANCISCO,SAO FRANCISCO - MG,-15.94,-44.86,MG,352997.7091
2051,SAO FRANCISCO DE PAULA,SAO FRANCISCO DE PAULA - MG,-20.71,-44.98,MG,42606.37874
2052,SAO FRANCISCO DE SALES,SAO FRANCISCO DE SALES - MG,-19.86,-49.77,MG,35654.19645
2053,SAO FRANCISCO DO GLORIA,SAO FRANCISCO DO GLORIA - MG,-20.78,-42.26,MG,37369.27006
2054,SAO GERALDO,SAO GERALDO - MG,-20.92,-42.83,MG,50342.0756
2055,SAO GERALDO DA PIEDADE,SAO GERALDO DA PIEDADE - MG,-18.83,-42.28,MG,30385.83707
2056,SAO GERALDO DO BAIXIO,SAO GERALDO DO BAIXIO - MG,-18.9,-41.36,MG,17286.74161
2057,SAO GONCALO DO ABAETE,SAO GONCALO DO ABAETE - MG,-18.33,-45.83,MG,35753.76277
2058,SAO GONCALO DO PARA,SAO GONCALO DO PARA - MG,-19.98,-44.85,MG,52277.84068
2059,SAO GONCALO DO RIO ABAIXO,SAO GONCALO DO RIO ABAIXO - MG,-19.82,-43.36,MG,56294.08065
2060,SAO GONCALO DO RIO PRETO,SAO GONCALO DO RIO PRETO - MG,-18,-43.39,MG,20632.6034
2061,SAO GONCALO DO SAPUCAI,SAO GONCALO DO SAPUCAI - MG,-21.89,-45.59,MG,143138.6402
2062,SAO GOTARDO,SAO GOTARDO - MG,-19.31,-46.04,MG,136239.876
2063,SAO JOAO BATISTA DO GLORIA,SAO JOAO BATISTA DO GLORIA - MG,-20.64,-46.5,MG,32683.49879
2064,SAO JOAO DA LAGOA,SAO JOAO DA LAGOA - MG,-16.85,-44.35,MG,29259.56202
2065,SAO JOAO DA MATA,SAO JOAO DA MATA - MG,-21.93,-45.92,MG,15880.31906
2066,SAO JOAO DA PONTE,SAO JOAO DA PONTE - MG,-15.92,-44,MG,147467.0701
2067,SAO JOAO DAS MISSOES,SAO JOAO DAS MISSOES - MG,-14.88,-44.09,MG,42382.49228
2068,SAO JOAO DEL REI,SAO JOAO DEL REI - MG,-21.13,-44.26,MG,520429.684
2069,SAO JOAO DO MANHUACU,SAO JOAO DO MANHUACU - MG,-20.39,-42.15,MG,46895.56862
2070,SAO JOAO DO MANTENINHA,SAO JOAO DO MANTENINHA - MG,-18.72,-41.16,MG,26149.9746
2071,SAO JOAO DO ORIENTE,SAO JOAO DO ORIENTE - MG,-19.33,-42.15,MG,54133.87063
2072,SAO JOAO DO PACUI,SAO JOAO DO PACUI - MG,-16.54,-44.51,MG,24698.01507
2073,SAO JOAO DO PARAISO,SAO JOAO DO PARAISO - MG,-15.31,-42.01,MG,132496.4187
2074,SAO JOAO EVANGELISTA,SAO JOAO EVANGELISTA - MG,-18.54,-42.76,MG,93331.19813
2075,SAO JOAO NEPOMUCENO,SAO JOAO NEPOMUCENO - MG,-21.54,-43.01,MG,159994.028
2076,SAO JOAQUIM DE BICAS,SAO JOAQUIM DE BICAS - MG,-20.04,-44.27,MG,82398.48677
2077,SAO JOSE DA BARRA,SAO JOSE DA BARRA - MG,-20.71,-46.31,MG,35038.23858
2078,SAO JOSE DA LAPA,SAO JOSE DA LAPA - MG,-19.7,-43.95,MG,76916.24701
2079,SAO JOSE DA SAFIRA,SAO JOSE DA SAFIRA - MG,-18.32,-42.14,MG,25421.50376
2080,SAO JOSE DA VARGINHA,SAO JOSE DA VARGINHA - MG,-19.71,-44.55,MG,18694.41653
2081,SAO JOSE DO ALEGRE,SAO JOSE DO ALEGRE - MG,-22.32,-45.52,MG,21050.37848
2082,SAO JOSE DO DIVINO,SAO JOSE DO DIVINO - MG,-18.47,-41.38,MG,24586.92273
2083,SAO JOSE DO GOIABAL,SAO JOSE DO GOIABAL - MG,-19.92,-42.7,MG,36851.38501
2084,SAO JOSE DO JACURI,SAO JOSE DO JACURI - MG,-18.27,-42.67,MG,44416.66542
2085,SAO JOSE DO MANTIMENTO,SAO JOSE DO MANTIMENTO - MG,-20,-41.74,MG,14525.89716
2086,SAO LOURENCO,SAO LOURENCO - MG,-22.11,-45.05,MG,214888.9558
2087,SAO MIGUEL DO ANTA,SAO MIGUEL DO ANTA - MG,-20.7,-42.71,MG,44883.31972
2088,SAO PEDRO DA UNIAO,SAO PEDRO DA UNIAO - MG,-21.12,-46.61,MG,32732.23535
2089,SAO PEDRO DO SUACUI,SAO PEDRO DO SUACUI - MG,-18.36,-42.6,MG,47223.48549
2090,SAO PEDRO DOS FERROS,SAO PEDRO DOS FERROS - MG,-20.17,-42.52,MG,66105.40769
2091,SAO ROMAO,SAO ROMAO - MG,-16.36,-45.06,MG,50228.58845
2092,SAO ROQUE DE MINAS,SAO ROQUE DE MINAS - MG,-20.24,-46.36,MG,43169.49097
